Publicado	Nivel	Departamento	Escuela	Zona	Cargo	Horas	Turno	Materia	Llamado	Domicilio Escuela	Articulo	Curso	Horario	Presentarse en	Prioridad	Condiciones	Observaciones	Movilidad	Impresión llamado	Estado	Motivo de Cancelación	
29/05/23 19:14	Secundario Orientado	TUPUNGATO	4079 - DOMINGO F.SARMIENTO	80%	HORAS CATEDRA MEDIA ORIENTADA	4	Tarde	Teoría y Práctica Impositiva	6to: 01/06/23 11:00	AV. GUEMES 125 B° CIUDAD . TUPUNGATO	40-0	5° 1ª	Ma 13:45-14:25,Ma 14:25-15:05,Ma 15:15-15:55,Mi 18:05-18:45	Presentarse en GEM PAD - Llamado Virtual		DOCUMENTACIÓN REQUERIDA: DNI, PSICOFÍSICO O CERTIFICADO MÉDICO, DDJJ, BONO DE PUNTAJE 2018, ANALÍTICO COMPLETO O INCOMPLETO DE ESTUDIOS TERCIARIOS O UNIVERSITARIOS, PARA ESTUDIOS INCOMPLETOS ANALÍTICO SECUNDARIO REGISTRADO, CERTIFICADO DE ANTECEDENTES PENALES.	TOMA INMEDIATA			Publicado		
29/05/23 19:14	Secundario Orientado	TUPUNGATO	4079 - DOMINGO F.SARMIENTO	80%	HORAS CATEDRA MEDIA ORIENTADA	5	Tarde	Ciencias Naturales	7mo: 01/06/23 10:00	AV. GUEMES 125 B° CIUDAD . TUPUNGATO	54-0	2° 1ª	Mi 16:45-17:25,Ju 17:25-18:05,Ju 18:05-18:45,Vi 13:45-14:25,Vi 14:25-15:05	Presentarse en GEM PAD - Llamado Virtual		DOCUMENTACIÓN REQUERIDA: DNI, PSICOFÍSICO O CERTIFICADO MÉDICO, DDJJ, BONO DE PUNTAJE 2018, ANALÍTITICO COMPLETO O INCOMPLETO DE ESTUDIOS TERCIARIOS O UNIVERSITARIOS, PARA ESTUDIOS INCOMPLETOS ANALÍTICO SECUNDARIO REGISTRADO, CERTIFICADO DE ANTECEDENTES PENALES.	TOMA INMEDIATA			Publicado		
29/05/23 19:13	Secundario Orientado	TUPUNGATO	4079 - DOMINGO F.SARMIENTO	80%	HORAS CATEDRA MEDIA ORIENTADA	5	Tarde	Ciencias Naturales	17vo: 01/06/23 09:00	AV. GUEMES 125 B° CIUDAD . TUPUNGATO	40-0	2° 3ª	Lu 15:15-15:55,Lu 15:55-16:35,Lu 16:45-17:25,Ma 13:45-14:25,Ma 14:25-15:05	Presentarse en GEM PAD - Llamado Virtual		DOCUMENTACIÓN REQUERIDA: DNI, PSICOFÍSICO O CERTIFICADO MÉDICO, DDJJ, BONO DE PUNTAJE 2018, ANALÍTICO COMPLETO O INCOMPLETO DE ESTUDIOS UNIVERSITARIOS O TERCIARIOS, PARA ESTUDIOS INCOMPLETOS ANALÍTICO SECUNDARIO REGISTRADO, CERTIFICADO DE ANTECEDENTES PENALES.	TOMA INMEDIATA.			Publicado		
29/05/23 19:10	CEBJA	GODOY CRUZ	3033/4 - MIGUEL LILLO	60%	HORAS CATEDRA ADULTOS	1	Tarde	Educación Física	6to: 30/05/23 19:15	JOAQUÍN V. GONZÁLEZ 650 B° Centro . GODOY CRUZ	Cargo vacante	Grado Múltiple D	Lu 17:00-18:00	Presentarse en GEM PAD - Llamado Virtual		certificado de aptitud docente con actividad física con fecha de emisión	para aula anexa			Publicado		
29/05/23 19:10	Centro de Capacitación para el Trabajo	GODOY CRUZ	6009 - NIÑAS DE AYOHUMA	10%	HORAS CATEDRA ADULTOS	15	Vespertino	INSTALACIÓN Y CONTROL DE ARTEFACTOS Y SISTEMA DE VENTILACIÓN EN UNIDADES MULTIFUNCIONALES	3er: 30/05/23 19:15	AZOPARDO 76 . GODOY CRUZ	Cargo vacante	Modulo VIII - GASISTA DOMICILIARIO	Lu 18:30-21:30,Ma 18:30-21:30,Mi 18:30-21:30,Ju 18:30-21:30,Vi 18:30-21:30	FORMACIÓN PROFESIONAL			PRESENTARSE A PARTIR DEL CUARTO LLAMADO POR SER FP	824,820,600,443,400,370 732,941,810		Publicado		
29/05/23 19:10	CENS	MALARGÜE	3512/1 - S/NOMBRE	80%	HORAS CATEDRA C.E.N.S.	2	Nocturno	Construcción del Espacio Regional	5to: 02/06/23 19:05	Dominguez y Maza . Malargüe	Art.40	Multiciclo 3 Bustos Dávila	Ju 20:30-21:50	Presentarse en GEM PAD - Llamado Virtual		Presentar documentación según Circular N° 3 de JCJyA	Con la misma carga horaria atiende también Geografía Turística de 3ro. Se trabaja con Cartillas	Sin Movilidad		Publicado		
29/05/23 19:01	CENS	LAS HERAS	3501 - CUNA SANMARTINIANA	80%	HORAS CATEDRA C.E.N.S.	3	Vespertino	Ciencias Sociales	1er: 30/05/23 19:10	SALTA Y AYACUCHO B° YAPEYÚ . CAPDEVILA	ART. 48	2º 1ª Yapeyú	Ma 18:30-19:10,Ma 19:10-19:50,Ma 20:00-20:40	Presentarse en GEM PAD - Llamado Virtual			POSESIÓN INMEDIATA			Publicado		
29/05/23 18:56	Educación Artística	CAPITAL	5008 - WOLFGANG AMADEO MOZART	10%	HORAS CATEDRA COMUNES	3	Vespertino	Violoncello	3er: 31/05/23 19:30	SAN LUIS 321 . TERCERA SECCION	Cargo vacante		Lu 18:30-19:30,Lu 19:30-20:30,Lu 20:30-21:30	Presentarse en el domicilio de la Escuela	Inscrito en Junta Calificadora de Merito Nivel Primario Bono 2023, por Lenguaje y Especialidad		ofrecimiento de acuerdo a las Res. 484/97; 029/2017; 0172/2017; 1107/2019; 609/2022	linea 200-300-500-900		Publicado		
29/05/23 18:54	CEBJA	TUNUYÁN	3101/1 - BRANDINO PERSIA	80%	HORAS CATEDRA ADULTOS	1	Vespertino	Lengua Extranjera - Inglés	4vo: 30/05/23 20:00	CORREDOR PRODUCTIVO S/N . LOS SAUCES	Cargo vacante	Grado Múltiple B	Jueves 18.30 a 19.30	Presentarse en GEM PAD - Llamado Virtual			Tercer llamado			Publicado		
29/05/23 18:52	CEBJA	LUJÁN DE CUYO	3105/1 - VIRGINIA CABRINI DE LÓPEZ	80%	MAESTRO DE GRADO ADULTOS		Tarde		3er: 30/05/23 19:00	M- A Lote 1 B° Barrio Trinidad . PERDRIEL	52	Grado Múltiple C	Lu 14:30-17:30,Ma 14:30-17:30,Mi 14:30-17:30,Ju 14:30-17:30,Vi 14:30-17:30	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 18:50	CEBJA	TUNUYÁN	3101 - BRANDINO PERSIA	80%	HORAS CATEDRA ADULTOS		Nocturno	Lengua Extranjera - Inglés	3er: 30/05/23 19:00	RUTA 92 km 8 COLONIA LAS ROSAS . COLONIA LAS ROSAS	Cargo vacante	Grado Múltiple A	Miércoles 18.30 a 19.30	Presentarse en GEM PAD - Llamado Virtual			tercer llamado	CATA		Publicado		
29/05/23 18:42	Centro de Capacitación para el Trabajo	SANTA ROSA	6020 - ESTHER MONASTERIO	80%	MAESTRO M.ESPECIALES CAP. LABORAL		Tarde	AUXILIAR DE INFORMÁTICA ADMINISTRATIVA	1er: 31/05/23 09:00	7 DE DICIEMBRE 390 . SANTA ROSA (CIUDAD)	Cargo vacante	Curso O de PC 2°NIVEL(MOD)	Lu 13:00-17:00,Ma 13:00-17:00,Mi 13:00-17:00,Ju 13:00-17:00,Vi 13:00-17:00	Presentarse en GEM PAD - Llamado Virtual				700-750		Publicado		
29/05/23 18:23	Secundario Técnico	GUAYMALLÉN	4118 - SAN JOSE	10%	HORAS CATEDRA MEDIA TÉCNICA	3	Nocturno	Circuitos Eléctricos II	11vo: 30/05/23 18:30	URUGUAY 670 . SAN JOSÉ	Cargo vacante	5° 3°	Ju 18:00-18:40,Ju 18:40-19:20,Ju 19:20-20:00	Presentarse en GEM PAD - Llamado Virtual				Grupo 121- 120- 203- 204- 234- 311- 520- 521- 523- 524- 252- 530- 531- 534- 545- 620- 810- 811- 812- 813		Publicado		
29/05/23 18:16	Secundario Orientado	MAIPÚ	4261/1 - PRESIDENTE RAÚL RICARDO ALFONSÍN		HORAS CATEDRA MEDIA ORIENTADA	2	Tarde	Comunicación Social	3er: 30/05/23 18:45	VIDELA ARANDA S/N . CRUZ DE PIEDRA	61	2° 6	Vi 15:00-15:40,Vi 15:50-16:30	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 18:06	Secundario Técnico	MAIPÚ	4053 - DR. HORACIO ROMÁN MARTÍNEZ LEÁNEZ	60%	HORAS CATEDRA MEDIA TÉCNICA	4	Mañana	Sistemas de Audio/Video	9no: 30/05/23 18:10	25 DE MAYO Y ESTRADA s/n B° BRANDI . MAIPÚ	Cargo vacante	6° 2	Ju 10:35-11:15,Ju 11:30-12:10,Ju 12:10-12:50,Ju 12:50-13:30	Presentarse en GEM PAD - Llamado Virtual		Presentar analítica de secundaria registrado por la DGE , analítico de nivel superior incompleto con sus notas aprobadas	ÁREA: 13 MATERIA: 175	c/movilidad 820-821-937-938-857		Publicado		
29/05/23 17:59	CENS	GUAYMALLÉN	3482 - EDUARDO PINTO	10%	HORAS CATEDRA C.E.N.S.	4	Tarde	Matemática	3er: 31/05/23 15:30	LIBERTAD 820 . VILLA NUEVA	40-0	Multiciclo SEMIPRESENCIAL	Ma 15:20-16:00,Ma 16:10-16:50,Ma 16:50-17:30,Ju 15:20-16:00	Presentarse en GEM PAD - Llamado Virtual			La materia se dicta para segundo y tercer ciclo de multiciclo			Publicado		
29/05/23 17:58	CENS	GUAYMALLÉN	3482 - EDUARDO PINTO	10%	HORAS CATEDRA C.E.N.S.	4	Tarde	Matemática	3er: 31/05/23 15:00	LIBERTAD 820 . VILLA NUEVA	40-0	2º 3º ORIENTADO	Ma 14:00-14:40,Ma 14:40-15:20,Ju 16:10-16:50,Ju 16:50-17:30	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 17:54	Secundario Orientado	LUJÁN DE CUYO	4187 - LUJÁN DE LAS VIÑAS	110%	HORAS CATEDRA MEDIA ORIENTADA	4	Tarde	Física	4vo: 31/05/23 14:00	RN 40, KM 45, calle N° 6 S/N B° NUEVA COLONIA . UGARTECHE	05-4	3° 2	Ma 14:20-15:00,Ma 15:10-15:50,Vi 16:40-17:20,Vi 17:20-18:00	Presentarse en GEM PAD - Llamado Virtual				CATA		Publicado		
29/05/23 17:51	Secundario Orientado	LUJÁN DE CUYO	4187 - LUJÁN DE LAS VIÑAS	110%	HORAS CATEDRA MEDIA ORIENTADA	20	Tarde	ADMINISTRADOR DE RED	1er: 31/05/23 14:00	RN 40, KM 45, calle N° 6 S/N B° NUEVA COLONIA . UGARTECHE	32-0		Lu 13:00-17:20,Ma 13:00-17:20,Ju 13:00-17:20,Vi 13:00-17:20	PRESENCIAL		certificados vigentes		CATA		Publicado		
29/05/23 17:51	CEBJA	MAIPÚ	3111 - HERMANA ALMA FADINI	110%	HORAS CATEDRA ADULTOS	4	Vespertino	Lengua	4vo: 31/05/23 18:30	RUTA 20 Y SAN MARTÍN S/N B° Los Álamos . FRAY LUIS BELTRÁN	Cargo vacante	1° CBNS 3º Aula Satélite	Lu 18:00-18:40,Lu 18:40-19:20,Ma 18:50-19:30,Ma 19:40-20:20,Ma 20:20-21:00,Mi 19:40-20:20,Mi 20:20-21:00,Vi 20:40-20:20,Vi 20:50-21:00	Presentarse en GEM PAD - Llamado Virtual		posesión inmediata	paquete de 5 hc catedras	adultos		Publicado		
29/05/23 17:38	Educación Especial	GUAYMALLÉN	2004 - PROF. JERONIMO S. SEMORILLE	10%	ATENCIÓN TEMPRANA		Tarde		9no: 31/05/23 13:35	JUAN G. GODOY Y LAFINUR S/N . DORREGO	Cargo vacante	Atención Temprana 2	Lu 13:30-17:00,Ma 13:30-17:00,Mi 13:30-17:00 Ju 13:30-17:00 Vi 13:30-17:00	Escuela J. Semorille			Hasta agotar instancias, incluida carpeta de antecedentes			Publicado		
29/05/23 17:26	Primario	LAVALLE	8382 - FRANCISCO ANTONIO RIZZUTO	110%	MAESTRO DE GRADO ALBERGUE		Completo		1er: 31/05/23 10:15	Ruta provincial 153 km 135. S/N B° EL FORZUDO . SAN MIGUEL	40-0	Grado Múltiple 1º, 2º, 3º	Lu 08:00-15:00,Ma 08:00-15:00,Mi 08:00-15:00,Ju 08:00-15:00,Vi 08:00-15:00,Sá 08:00-15:00,Do 08:00-15:00	En el establecimiento		Presentar psicofísico albergue	Hasta agotar instancias	sin movilidad		Publicado		
29/05/23 17:25	Primario	GODOY CRUZ	1617 - SAN GABRIEL	80%	HORAS CATEDRAS COMUNES	10	Tarde		1er: 01/06/23 10:30	CHIMBAS Y PUNILLA S/N B° FOECYT . VILLA MARINI	Cargo vacante	F T 2°,3°,4°,5°,6°,7°	Lu 12:30-14:30,Ma 12:30-14:30,Mi 12:30-14:30,Ju 12:30-14:30,Vi 12:30-14:30	Presentarse en escuela San Gabriel- B° FOECYT- CHIMBAS Y PUNILLAS			Fortalecimiento a las Trayectorias.	461,905, 910		Publicado		
29/05/23 17:23	Secundario Orientado	GUAYMALLÉN	4136 - JORGE LUIS BORGES	10%	HORAS CATEDRA MEDIA ORIENTADA	3	Tarde	Educación Física	2do: 31/05/23 09:00	Alberdi 531 B° SAN JOSÉ . SAN JOSÉ	44-0	3° 1	Lu 17:00-18:00,Mi 17:00-18:00	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 17:22	Secundario Técnico	GUAYMALLÉN	4118 - SAN JOSE	10%	HORAS CATEDRA MEDIA TÉCNICA	4	Vespertino	Electrónica Industrial	17vo: 30/05/23 17:30	URUGUAY 670 . SAN JOSÉ	Cargo vacante	6° 1º	Lu 19:20-20:00,Lu 20:05-20:45,Ma 20:05-20:45,Ma 20:45-21:25	Presentarse en GEM PAD - Llamado Virtual				Grupo 121- 120- 203- 204- 234- 311- 520- 521- 523- 524- 252- 530- 531- 534- 545- 620- 810- 811- 812- 813		Publicado		
29/05/23 17:20	Primario	LAVALLE	8382 - FRANCISCO ANTONIO RIZZUTO	110%	MAESTRO DE GRADO ALBERGUE		Completo		1er: 31/05/23 10:00	Ruta provincial 153 km 135. S/N B° EL FORZUDO . SAN MIGUEL	40-0	Grado Múltiple 4º,5º,6º y 7º	Lu 08:00-15:00,Ma 08:00-15:00,Mi 08:00-15:00,Ju 08:00-15:00,Vi 08:00-15:00,Sá 08:00-15:00,Do 08:00-15:00	En el establecimiento		Presentar psicofísico albergue	Hasta agotar instancias	sin movilidad		Publicado		
29/05/23 17:16	Secundario Técnico	GUAYMALLÉN	4118 - SAN JOSE	10%	HORAS CATEDRA MEDIA TÉCNICA	5	Nocturno	Laboratorio de Mediciones Eléctricas II	10mo: 06/06/23 17:15	URUGUAY 670 . SAN JOSÉ	Cargo vacante	6° 1º	Ma 21:25-22:05,Ma 22:10-22:50,Mi 19:20-20:00,Mi 20:05-20:45,Mi 20:45-21:25	Presentarse en GEM PAD - Llamado Virtual				Grupo 121- 120- 203- 204- 234- 311- 520- 521- 523- 524- 252- 530- 531- 534- 545- 620- 810- 811- 812- 813		Publicado		
29/05/23 17:15	Primario	GODOY CRUZ	1617 - SAN GABRIEL	80%	MAESTRO ENSEÑANZA COMUN		Mañana		1er: 01/06/23 10:00	CHIMBAS Y PUNILLA S/N B° FOECYT . VILLA MARINI	44-0		Lu 08:00-12:30,Ma 08:00-12:30,Mi 08:00-12:30,Ju 08:00-12:30,Vi 08:00-12:30	Presentarse en escuela San Gabriel- B° FOECYT- CHIMBAS Y PUNILLAS			Bajo Proyecto escolar: Mate.	461,905, 910		Publicado		
29/05/23 17:12	CENS	LUJÁN DE CUYO	3510/4 - VIÑA DOÑA PAULA	SIN ZONA	HORAS CATEDRA C.E.N.S.	4	Intermedio	Lengua	6to: 31/05/23 18:00	Poliducto YPF S/N . UGARTECHE	art.40	Multiciclo 5º5º	Lu 16:50-17:30,Lu 17:30-18:10,Mi 16:50-17:30,Mi 17:30-18:10	Presentarse en GEM PAD - Llamado Virtual		PRESENTAR MATERIAL PARA MULTICICLO -CARTILLAS-GUIAS	PRESENTAR COPIA Y ORIGINAL DE LA DOCUMENTACION VIGENTE AL MOMENTO DEL ALTA	SIN MOVILIDAD		Publicado		
29/05/23 17:12	Primario	MAIPÚ	1710 - DOLORES GUEVARA DE GUEVARA	60%	HORAS CATEDRA COMUNES	12	Mañana y Tarde	Auxiliar de informática Educativa	1er: 01/06/23 15:00	MOI Y CALORI S/N B° Las Torcacitas . MAIPÚ	Art.32		Lu 08:00-12:30,Lu 13:30-18:00,Vi 08:00-12:30	PRESENCIAL				824 823		Publicado		
29/05/23 17:03	Secundario Técnico	MALARGÜE	4191 - DR. DANIEL HUGO PIERINI (ESC. 8191)	110%	HORA CATEDRA MENSUAL-ALBERGUE	6	Alternado	Prácticas Profesionalizantes (*)	1er: 30/05/23 18:15	RUTA 183 LA JUNTA . LAS JUNTAS	Cargo vacante	6° PRIMERA	Mi 09:30-10:10,Mi 10:10-10:50,Mi 11:00-11:40,Mi 11:40-12:20,Mi 12:20-13:00,Vi 13:45-14:25,Vi 14:25-15:05,Vi 15:10-15:50,Vi 15:50-16:30,Vi 16:40-17:20,Vi 17:20-18:00,Vi 18:00-18:40	Presentarse en GEM PAD - Llamado Virtual		Psicofísico Escuela Albergue	Área 12-Cód.400 El establecimiento no cuenta con espacio de albergue para docentes	SIN MEDIO DE TRANSPORTE		Publicado		
29/05/23 17:00	Secundario Técnico	MALARGÜE	4191 - DR. DANIEL HUGO PIERINI (ESC. 8191)	110%	HORA CATEDRA MENSUAL-ALBERGUE	3	Alternado	Construcciones e Instalaciones Agropecuarias	1er: 30/05/23 17:05	RUTA 183 LA JUNTA . LAS JUNTAS	Cargo vacante	6° PRIMERA	Ju 13:45-14:25,Ju 14:25-15:05,Ju 15:10-15:50,Ju 15:50-16:30,Ju 16:40-17:20,Ju 17:05-18:00	Presentarse en GEM PAD - Llamado Virtual		Psicofísico Escuela Albergue	Área 12-Cód.236 El establecimiento no cuenta con espacio de albergue para docentes	SIN MEDIO DE TRANSPORTE		Publicado		
29/05/23 16:53	CEBJA	LAS HERAS	3037 - JUAN LÓPEZ BARROSO	40%	HORAS CATEDRA ADULTOS	4	Nocturno	Trabajo y Sociedad	1er: 30/05/23 18:30	TACUARÍ 934 B° AERONÁUTICO . EL ZAPALLAR	52-0	1° CBNS 1	Lu 18:30-19:10,Lu 19:10-19:50,Mi 19:50-20:30,Vi 21:10-21:50	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 16:53	CEBJA	LAS HERAS	3037 - JUAN LÓPEZ BARROSO	40%	HORAS CATEDRA ADULTOS 50.0 - REEMPLAZO	4	Nocturno	Trabajo y Sociedad	1er: 30/05/23 19:00	TACUARÍ 934 B° AERONÁUTICO . EL ZAPALLAR	52-0	1° CBNS 2	Ju 19:10-19:50,Ju 19:50-20:30,Vi 19:10-19:50,Vi 19:50-20:30	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 16:50	CEBJA	LAS HERAS	3037 - JUAN LÓPEZ BARROSO	40%	HORAS CATEDRA ADULTOS	4	Nocturno	Trabajo y Sociedad	1er: 30/05/23 19:30	TACUARÍ 934 B° AERONÁUTICO . EL ZAPALLAR	52-0	1° CBNS 3	Mi 20:30-21:10,Mi 21:10-21:50,Ju 21:10-21:50,Vi 20:30-21:10	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 16:50	CEBJA	LAS HERAS	3037 - JUAN LÓPEZ BARROSO	40%	HORAS CATEDRA ADULTOS	2	Nocturno	Formación Ética y Ciudadana	1er: 30/05/23 20:00	TACUARÍ 934 B° AERONÁUTICO . EL ZAPALLAR	52-0	1° CBNS 4	Lu 20:30-21:10,Lu 21:10-21:50	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 16:50	Primario	GUAYMALLÉN	1243 - LUCIO CICCHITTI	10%	MAESTRO ENSEÑANZA COMUN		Mañana	Lengua	1er: 31/05/23 10:00	JOAQUÍN V. GONZÁLEZ 429 . DORREGO	44	5° A	Lu 08:00-12:30,Ma 08:00-12:30,Mi 08:00-12:30,Ju 08:00-12:30,Vi 08:00-12:30	En la escuela			Hasta agotar instancias	900 910 905 912		Publicado		
29/05/23 16:47	Secundario Orientado	LUJÁN DE CUYO	4151 - DR. BENITO MARÍANETTI	60%	HORAS CATEDRA MEDIA ORIENTADA	3	Mañana	Lengua Extranjera - Inglés	1er: 30/05/23 17:50	CONGRESO DE TUCUMÁN Y ONCATIVO S/N . MAYOR DRUMMOND	Cargo vacante	1° 4	Ma 08:00-08:40,Ma 08:40-09:20,Ma 09:30-10:10	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 16:47	Secundario Orientado	LUJÁN DE CUYO	4151 - DR. BENITO MARÍANETTI	60%	HORAS CATEDRA MEDIA ORIENTADA	3	Mañana	Lengua Extranjera - Inglés	1er: 30/05/23 16:50	CONGRESO DE TUCUMÁN Y ONCATIVO S/N . MAYOR DRUMMOND	Cargo vacante	1° 5	Ma 11:00-11:40,Ma 11:40-12:20,Ma 12:20-13:00	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 16:45	Educación Especial	GODOY CRUZ	2033 - FIDELA MALDONADO DE CANO	60%	MAESTRO DE GRADO ESC.DIFERENCIADA		Alternado	Educación Física	1er: 31/05/23 10:00	Luzuriaga 1114 . VILLA MARINI	40-0		Lu 13:30-17:00,Ma 09:00-12:30,Mi 09:00-12:30,Ju 09:00-12:30	Presentarse en la institución educativa				GRUPO 300: 330 331 GRUPO 400: 401 420 421 422 462 463 466 467 484 485 486 488 GRUPO 600: 600		Publicado		
29/05/23 16:42	Secundario Orientado	CAPITAL	4085 - ALFREDO R. BUFANO	10%	HORAS CATEDRA MEDIA ORIENTADA	3	Tarde	Lengua y Literatura	1er: 30/05/23 17:00	CHILE 1050 B° 2° Sección . PRIMERA SECCION	Cargo vacante	5° 2da	Ma 13:30-14:10,Ma 14:10-14:50,Mi 13:30-14:10	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 16:37 | Cancelado	Educación Especial	LAS HERAS	2021 - TTE. CNEL. P. SCHILARDI	60%	MAESTRO DE GRADO ESC.DIFERENCIADA		Mañana	Psicomotricidad	4to: 31/05/23 15:00	OLASCOAGA 2741 B° GRAL. ESPEJO . EL PLUMERILLO	Cargo vacante		Lu 09:00-12:30,Ma 09:00-12:30,Mi 09:00-12:30,Ju 09:00-12:30,Vi 09:00-12:30	Olascoaga 2741, Las Heras.			Hasta agotar instancias, incluye carpeta de antecedentes	401 GRUPO 600: 605 606 607 645 675		Cancelado	publicación erronea	
29/05/23 16:36	Secundario Técnico	SAN MARTÍN	4120 - TECNICA JOSÉ DE SAN MARTÍN	30%	HORAS CATEDRA MEDIA TÉCNICA	5	Tarde	Termodinámica y Máquinas Térmicas	2do: 30/05/23 16:40	ALMIRANTE BROWN 50 . SAN MARTÍN	32 Misión Especial.	5° 2°	Lu 13:50-14:30,Lu 14:30-15:10,Lu 18:50-19:30,Mi 16:40-17:20,Mi 17:30-18:10	Presentarse en GEM PAD - Llamado Virtual				Dicetur-Nueva Generacion		Publicado		
29/05/23 16:34	Secundario Técnico	MAIPÚ	4188 - PADRE SERGIO IACONO	80%	HORAS CATEDRA MEDIA TÉCNICA	6		Lengua	1er: 31/05/23 14:00	RUTA 60 S/N B° EL PARAÍSO . FRAY LUIS BELTRÁN	40-0	1° 1	Lu 13:30-14:05,Lu 14:05-14:40,Ju 13:30-14:05,Ju 14:05-14:40,Vi 13:30-14:05,Vi 14:05-14:40	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 16:32	Secundario Orientado	GODOY CRUZ	4178 - VICTORIA OCAMPO	80%	HORAS CATEDRA MEDIA ORIENTADA	6	Tarde	Ciencias Sociales: Geografía	4vo: 30/05/23 16:40	PERGAMINO Y ALAS ARGENTINAS 1250 B° Brasil . VILLA HIPODROMO	Cargo vacante	1° 3°	Mi 13:30-14:10,Mi 14:10-14:50,Ju 17:10-17:50,Ju 17:50-18:30,Vi 15:40-16:20,Vi 16:20-17:00	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 16:30	Secundario Técnico	SAN RAFAEL	4117 - EJÉRCITO DE LOS ANDES	10%	HORAS CATEDRA MEDIA TÉCNICA	4	Tarde	Electrotecnia I	4vo: 30/05/23 18:00	ENTRE RÍOS 775 . SAN RAFAEL CIUDAD	52-0	3° 4ª	Ma 17:50-18:30,Vi 15:00-15:40,Vi 15:40-16:20,Vi 16:30-17:10	Presentarse en GEM PAD - Llamado Virtual				Iselin /Buttini		Publicado		
29/05/23 16:29	Primario	CAPITAL	1313 - BEATRIZ FALCITELLI	10%	MAESTRO ENSEÑANZA COMUN		Tarde	todas	1er: 30/05/23 16:30	AMEGHINO 445 . CUARTA SECCION	40-0	5° C	Lu 13:30-18:00,Ma 13:30-18:00,Mi 13:30-18:00,Ju 13:30-18:00,Vi 13:30-18:00	La Institución Escolar.		con toma inmediata del cargo		300-331		Publicado		
29/05/23 16:27	Secundario Técnico	SAN RAFAEL	4117 - EJÉRCITO DE LOS ANDES	10%	HORAS CATEDRA MEDIA TÉCNICA	4	Mañana	Química	4vo: 30/05/23 17:25	ENTRE RÍOS 775 . SAN RAFAEL CIUDAD	40-0	3° 5ª	Lu 15:00-15:40,Lu 15:40-16:20,Vi 15:00-15:40,Vi 15:40-16:20	Presentarse en GEM PAD - Llamado Virtual						Publicado		
29/05/23 16:25 | Cancelado	Educación Especial	LAS HERAS	2021 - TTE. CNEL. P. SCHILARDI	60%	MAESTRO DE GRADO ESC.DIFERENCIADA		Tarde	Psicomotricidad	4to: 31/05/23 15:00	OLASCOAGA 2741 B° GRAL. ESPEJO . EL PLUMERILLO	40-0		Lu 13:30-17:00,Lu 16:00-17:00,Ma 10:15-11:15,Ma 13:30-17:00,Mi 13:30-17:00,Ju 09:00-10:00,Ju 13:30-17:00,Vi 13:30-17:00,Vi 16:00-17:00	Olascoaga 2741, Las Heras.			Hasta agotar instancias, incluye carpeta de antecedente.	401 GRUPO 600: 605 606 607 645 675		Cancelado	publicación erronea	
29/05/23 16:20	Secundario Técnico	SAN MARTÍN	4120 - TECNICA JOSÉ DE SAN MARTÍN	30%	HORAS CATEDRA MEDIA TÉCNICA	4	Tarde	Laboratorio de Ensayos Industriales	2do: 30/05/23 16:25	ALMIRANTE BROWN 50 . SAN MARTÍN	32 Misión Especial.	6° 1°	Mi 18:10-18:50,Mi 18:50-19:30,Vi 13:50-14:30,Vi 14:30-15:10	Presentarse en GEM PAD - Llamado Virtual				Dicetur-Nueva Generacion		Publicado		
29/05/23 16:18	Educación Especial	MALARGÜE	2030 - DR. JUAN MAURIN NAVARRO	70%	MAESTRO DE GRADO ESC.DIFERENCIADA		Tarde	Apoyo a la Inclusión Educativa	1er: 30/05/23 16:20	ADRIAN ILLESCA 485 B° BARRIO: GENERAL BELGRANO . MALARGÜE	50-7	Apoyo 13	Lu 13:30-17:00,Ma 13:30-17:00,Mi 13:30-17:00,Ju 13:30-17:00,Vi 13:30-17:00	Escuela 2-030	BONO DE EDUCACIÓN ESPECIAL PARA DISCAPACIDAD INTELECTUAL, DNI, CUIL, DECLARACIÓN JURADA DE CARGOS , CERTIFICADOS DE ANTECEDENTES PENALES Y DE APTITUD PSICOFISICA	EN PRIMER LLAMADO Y HASTA AGOTAR INSTANCIAS CON CARPETA DE ANTECEDENTES, CON TOMA DE POSESIÓN INMEDIATA				Publicado		
